customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,tenure_bucket,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,is_new_customer,num_services,avg_monthly_spend,is_high_value,is_month_to_month
5222-JCXZT,0,0,0,4,1,0,19.0,78.9,0,0-12,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1,0,19.725,0,1
9754-CLVZW,0,1,1,26,0,0,38.85,1025.15,0,25-48,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0,3,39.42884615384616,0,1
1432-FPAXX,0,0,0,29,0,1,30.6,856.35,1,25-48,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,29.529310344827586,0,1
2739-CCZMB,0,0,1,5,1,0,20.35,122.0,0,0-12,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,1,0,24.4,0,1
7080-TNUWP,0,1,0,70,1,1,95.0,6602.9,0,61-72,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,0,3,94.32714285714285,1,0
0496-AHOOK,0,1,0,24,1,0,74.4,1712.9,0,13-24,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,0,4,71.37083333333334,0,0
8336-TAVKX,1,1,0,72,1,0,78.45,5682.25,0,61-72,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,0,5,78.92013888888889,0,0
2468-SJFLM,0,0,0,1,1,1,74.3,74.3,0,0-12,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1,74.3,0,1
3181-VTHOE,0,1,0,70,0,1,51.05,3635.15,0,61-72,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,0,4,51.93071428571429,0,0
7168-HDQHG,0,1,1,36,1,0,19.2,702.9,0,25-48,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0,0,19.525,0,1
4803-AXVYP,1,0,0,38,1,1,99.55,3734.25,1,25-48,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0,3,98.26973684210526,1,1
3884-HCSWG,0,0,0,17,1,1,70.0,1144.5,1,13-24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,67.32352941176471,0,1
4567-AKPIA,0,1,1,41,1,1,109.1,4454.25,0,25-48,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,0,5,108.64024390243902,1,0
5077-DXTCG,0,0,0,1,1,1,45.3,45.3,1,0-12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,45.3,0,1
1142-WACZW,0,0,0,2,0,0,29.85,75.6,1,0-12,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,1,37.8,0,1
7901-HXJVA,0,0,0,14,1,0,76.45,1117.55,0,13-24,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,1,79.825,0,1
5649-ANRML,1,0,0,2,1,1,95.1,180.25,1,0-12,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,1,4,90.125,1,1
4892-VLANZ,0,0,0,1,1,0,19.8,19.8,1,0-12,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1,0,19.8,0,1
5924-IFQTT,0,1,1,13,1,1,72.8,930.05,0,13-24,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0,4,71.54230769230769,0,1
7968-QUXNS,0,0,0,6,1,0,18.95,110.15,0,0-12,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1,0,18.358333333333334,0,1
2919-HBCJO,0,0,0,4,1,1,76.65,333.6,1,0-12,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,83.4,0,1
4236-XPXAV,0,1,1,5,1,1,99.15,465.05,1,0-12,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,1,4,93.01,1,1
8903-WMRNW,0,1,0,15,1,0,101.75,1669.4,0,13-24,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0,4,111.29333333333334,1,1
2452-SNHFZ,0,0,0,47,1,0,75.45,3545.1,0,25-48,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,75.42765957446808,0,1
3629-WEAAM,0,0,0,8,1,0,64.1,504.05,0,0-12,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,0,3,63.00625,0,1
6029-CSMJE,0,0,0,17,0,1,25.65,440.2,0,13-24,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,25.894117647058824,0,1
7993-NQLJE,0,1,1,15,1,0,75.1,1151.55,0,13-24,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,1,76.77,0,1
9909-DFRJA,0,0,0,26,1,1,95.85,2475.35,0,25-48,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,0,4,95.20576923076922,1,0
9099-FTUHS,0,0,0,23,1,0,54.4,1249.25,0,13-24,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,54.31521739130435,0,1
0581-BXBUB,1,0,0,4,1,0,72.75,317.75,0,0-12,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,79.4375,0,1
4962-CHQPW,0,0,1,29,1,0,19.85,535.05,0,25-48,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,18.45,0,0
9467-ROOLM,0,0,0,25,1,0,19.05,461.3,0,25-48,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0,18.452,0,1
3030-YZADT,0,0,0,9,1,0,44.95,431.0,1,0-12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,47.888888888888886,0,1
7410-KTVFV,0,1,0,18,1,1,49.55,878.35,1,13-24,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,1,48.797222222222224,0,1
5150-ITWWB,1,0,0,3,1,1,94.85,335.75,0,0-12,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1,2,111.91666666666667,1,1
2253-KPMNB,0,1,1,69,0,0,46.25,3121.4,0,61-72,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,0,4,45.23768115942029,0,0
1345-ZUKID,0,0,0,14,1,0,19.35,324.8,0,13-24,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,23.2,0,0
6429-SHBCB,0,0,0,19,1,0,69.6,1394.55,0,13-24,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,2,73.39736842105263,0,1
9281-OFDMF,1,0,0,39,1,0,90.7,3413.25,0,25-48,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0,2,87.51923076923077,1,1
2603-HVKCG,0,0,0,31,1,1,101.4,3143.65,0,25-48,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0,4,101.40806451612903,1,1
1834-WULEG,0,1,1,24,1,0,20.25,439.75,0,13-24,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,18.322916666666668,0,0
9097-ZUBYC,0,1,0,14,1,0,48.8,664.4,0,13-24,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,47.457142857142856,0,1
5148-ORICT,0,1,0,64,1,1,74.35,4759.55,0,61-72,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,0,5,74.36796875,0,0
4893-GYUJU,0,0,0,50,1,1,19.35,1033.0,0,49-60,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,20.66,0,0
4578-PHJYZ,0,1,1,52,1,1,68.75,3482.85,0,49-60,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,0,4,66.97788461538461,0,0
7272-QDCKA,0,0,0,28,1,0,100.2,2688.45,0,25-48,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,0,3,96.01607142857142,1,0
8908-SLFCJ,0,0,0,21,1,1,20.85,435.25,0,13-24,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,20.726190476190474,0,0
8393-DLHGA,0,0,1,25,1,1,95.9,2448.75,1,25-48,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0,3,97.95,1,1
9766-HGEDE,0,1,0,17,1,0,19.35,307.0,0,13-24,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,18.058823529411764,0,0
6968-MHOMU,0,1,0,58,0,1,45.0,2689.35,0,49-60,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,0,2,46.36810344827586,0,0
7395-IGJOS,1,1,0,17,1,0,81.5,1329.2,1,13-24,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1,78.18823529411765,0,1
5044-XDPYX,0,1,0,51,1,0,25.5,1281.25,0,49-60,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,25.122549019607842,0,0
1814-WFGVS,0,1,1,72,0,0,48.9,3527.0,0,61-72,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,0,4,48.986111111111114,0,0
2834-SPCJV,0,1,0,52,1,0,84.1,4348.65,1,49-60,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,2,83.6278846153846,0,1
3721-WKIIL,0,0,0,27,1,1,19.6,561.15,0,25-48,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,20.78333333333333,0,0
6734-CKRSM,0,0,0,3,1,0,20.0,63.6,0,0-12,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1,0,21.2,0,1
1265-ZFOSD,0,1,0,64,1,1,81.3,5129.3,0,61-72,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,0,5,80.1453125,0,0
6568-POCUI,0,1,0,45,1,1,95.2,4285.8,0,25-48,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,0,3,95.24000000000001,1,0
7890-VYYWG,1,1,0,3,0,1,36.45,93.7,1,0-12,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1,31.233333333333334,0,1
5197-LQXXH,0,1,0,71,1,1,83.3,5894.5,0,61-72,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,5,83.02112676056338,0,0
9907-SWKKF,1,0,0,1,0,0,25.05,25.05,1,0-12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0,25.05,0,1
3457-PQBYH,0,1,1,58,1,0,20.3,1160.75,0,49-60,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,20.012931034482758,0,0
7682-AZNDK,0,1,1,34,1,1,89.85,3091.75,0,25-48,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,0,3,90.93382352941177,0,1
0587-DMGBH,0,0,0,8,1,1,49.85,365.55,1,0-12,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,45.69375,0,1
5384-ZTTWP,0,1,1,15,1,0,19.8,272.95,0,13-24,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0,18.196666666666665,0,1
3745-HRPHI,0,1,1,66,0,0,54.65,3632.0,0,61-72,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0,4,55.03030303030303,0,0
7636-OWBPG,1,0,0,12,0,1,29.35,381.2,0,0-12,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,31.766666666666666,0,1
1231-YNDEK,0,0,0,58,1,1,19.15,1035.5,0,49-60,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0,17.853448275862068,0,0
1407-DIGZV,0,1,1,3,1,0,19.1,52.0,0,0-12,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,1,0,17.333333333333332,0,0
6397-JNZZG,1,1,0,43,0,0,55.55,2342.2,1,25-48,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,0,4,54.46976744186046,0,1
0570-BFQHT,0,0,0,9,1,0,80.55,653.9,0,0-12,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0,2,72.65555555555555,0,1
4393-OBCRR,0,0,0,3,1,0,20.25,71.2,0,0-12,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,1,0,23.733333333333334,0,0
3523-QRQLL,0,1,1,22,1,1,69.5,1498.2,1,13-24,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,0,3,68.10000000000001,0,0
8564-LDKFL,0,1,0,40,1,1,106.0,4178.65,0,25-48,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,0,4,104.46624999999999,1,0
3696-DFHHB,0,0,0,68,1,0,25.5,1821.8,0,61-72,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0,26.791176470588233,0,0
0895-DQHEW,0,1,0,54,1,1,104.3,5278.15,1,49-60,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0,4,97.74351851851851,1,1
4717-GHADL,0,0,0,50,1,1,79.6,4024.2,0,49-60,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,0,4,80.484,0,0
5501-TVMGM,0,0,0,1,1,1,55.25,55.25,0,0-12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,1,55.25,0,1
5879-HMFFH,0,1,0,72,1,0,88.05,6520.8,0,61-72,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,6,90.56666666666666,0,0
6772-WFQRD,0,0,1,40,1,1,20.4,854.9,0,25-48,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0,21.3725,0,0
3810-DVDQQ,0,1,1,72,1,1,117.6,8308.9,0,61-72,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,6,115.40138888888889,1,0
6972-SNKKW,0,0,0,6,1,0,20.0,109.2,0,0-12,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1,0,18.2,0,1
3694-GLTJM,0,0,0,5,1,1,19.65,92.05,0,0-12,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,1,0,18.41,0,1
8550-XSXUQ,0,1,0,48,1,1,70.55,3420.5,0,25-48,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,0,3,71.26041666666667,0,0
8149-RSOUN,0,0,0,1,1,1,93.85,93.85,1,0-12,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1,2,93.85,1,1
9055-MOJJJ,0,1,1,64,1,0,65.8,4068.0,0,61-72,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,0,3,63.5625,0,0
4359-INNWN,0,0,0,17,1,0,20.05,337.9,0,13-24,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0,19.876470588235293,0,0
0585-EGDDA,0,1,0,40,1,1,80.0,3168.75,0,25-48,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0,2,79.21875,0,1
4032-RMHCI,0,1,1,41,0,0,35.4,1412.4,0,25-48,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0,2,34.44878048780488,0,0
0549-CYCQN,1,0,0,51,1,1,79.6,3974.7,0,49-60,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0,1,77.93529411764706,0,0
3481-JHUZH,0,1,0,41,1,1,80.25,3439.0,0,25-48,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,83.8780487804878,0,1
7250-EQKIY,0,1,1,1,1,0,50.45,50.45,1,0-12,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,1,50.45,0,1
3594-IVHJZ,0,0,0,2,1,1,20.45,42.45,0,0-12,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1,0,21.225,0,1
6869-FGJJC,0,0,0,68,1,0,79.6,5461.45,0,61-72,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,0,2,80.31544117647059,0,0
3896-ZVNET,0,1,1,24,1,0,24.7,571.75,0,13-24,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,23.822916666666668,0,0
8205-VSLRB,0,1,0,70,1,0,77.3,5498.2,0,61-72,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,0,4,78.54571428571428,0,0
5960-MVTUK,0,0,0,3,0,1,29.75,96.85,0,0-12,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1,32.28333333333333,0,1
6817-WTYHE,0,0,0,2,1,0,44.9,111.05,0,0-12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,55.525,0,1
3082-VQXNH,0,1,0,3,0,0,29.8,94.4,0,0-12,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,31.46666666666667,0,1
4013-UBXWQ,0,0,0,7,1,1,74.65,521.1,1,0-12,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0,3,74.44285714285715,0,1
4931-TRZWN,0,0,0,13,1,1,71.95,923.85,0,13-24,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0,3,71.06538461538462,0,1
0750-EKNGL,0,0,0,7,1,0,20.75,141.1,0,0-12,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0,20.157142857142855,0,1
7669-LCRSD,0,1,1,12,1,1,56.3,628.65,0,0-12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,1,52.387499999999996,0,1
3567-PQTSO,0,1,1,53,1,1,105.25,5576.3,0,49-60,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0,4,105.21320754716982,1,0
5519-NPHVG,0,0,0,12,1,1,94.2,1046.1,1,0-12,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0,2,87.175,1,1
8043-PNYSD,0,1,1,63,1,0,19.55,1245.6,0,61-72,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,19.77142857142857,0,0
9938-EKRGF,0,0,0,15,1,0,84.45,1287.85,0,13-24,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,6,85.85666666666665,0,1
2703-AMTUL,0,1,1,36,1,0,53.65,1939.35,0,25-48,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0,2,53.87083333333333,0,0
0928-JMXNP,1,1,0,4,0,1,29.9,118.25,0,0-12,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,1,29.5625,0,1
8173-RXAYP,0,1,1,24,1,0,19.7,452.55,0,13-24,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,18.85625,0,0
4825-XJGDM,0,0,0,61,0,0,43.7,2696.55,0,61-72,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,0,4,44.205737704918036,0,0
5402-HTOTQ,0,0,0,16,1,0,55.3,875.35,0,13-24,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,54.709375,0,1
6734-JDTTV,0,1,1,65,1,1,19.85,1267.05,0,61-72,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,19.493076923076924,0,0
7850-THJMU,0,1,1,26,1,0,19.65,494.9,0,25-48,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,19.034615384615385,0,0
3890-RTCMS,0,0,0,16,1,1,49.45,799.0,0,13-24,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,1,49.9375,0,1
8849-GYOKR,0,1,0,54,1,0,106.55,5763.3,1,49-60,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,0,4,106.72777777777777,1,0
3148-BLQJT,0,0,0,1,1,0,20.1,20.1,1,0-12,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1,0,20.1,0,1
3717-FDJFU,0,0,1,5,1,0,20.45,106.9,0,0-12,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,1,0,21.380000000000003,0,0
3665-JATSN,0,0,0,19,0,1,39.7,710.05,0,13-24,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0,2,37.37105263157895,0,1
7966-YOTQW,0,0,0,10,1,1,54.5,568.2,0,0-12,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,56.82000000000001,0,1
0461-CVKMU,0,1,1,23,1,0,83.8,1900.25,1,13-24,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,0,3,82.6195652173913,0,1
8806-EAGWC,0,0,0,3,1,0,55.15,159.15,1,0-12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1,53.050000000000004,0,1
8853-TZDGH,0,0,0,72,1,1,111.6,8012.75,0,61-72,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,5,111.28819444444444,1,0
7779-LGOVN,1,1,0,10,1,1,86.65,856.65,1,0-12,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,1,85.66499999999999,0,1
4324-BZCKL,0,1,1,10,1,1,55.55,551.3,0,0-12,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0,2,55.129999999999995,0,1
6924-TDGMT,0,1,0,11,1,1,20.55,184.95,0,0-12,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,16.813636363636363,0,0
9710-ZUSHQ,1,0,0,37,1,1,106.75,4056.75,1,25-48,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0,4,109.64189189189189,1,1
1536-YHDOE,0,1,1,17,1,1,62.1,1096.65,0,13-24,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0,2,64.50882352941177,0,0
8123-QBNAZ,0,1,1,36,1,1,104.5,3684.95,0,25-48,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0,4,102.35972222222222,1,1
3629-ZNKXA,1,0,0,17,1,1,101.8,1752.45,0,13-24,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0,4,103.08529411764707,1,1
4827-LTQRJ,1,1,1,66,1,1,110.6,7210.85,0,61-72,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,0,5,109.25530303030304,1,0
7711-YIJWC,0,1,1,61,1,0,84.9,5264.5,0,61-72,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,0,6,86.30327868852459,0,0
5482-VXSXJ,0,0,0,22,1,1,93.2,2157.3,0,13-24,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,0,3,98.05909090909091,1,1
7365-BVCJH,0,0,0,1,0,1,24.4,24.4,0,0-12,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,24.4,0,1
9620-ENEJV,0,0,0,6,1,0,70.55,433.95,0,0-12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,72.325,0,1
4183-WCSEP,0,0,0,31,1,1,78.45,2435.15,1,25-48,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0,2,78.55322580645162,0,1
2378-YIZKA,0,1,1,68,1,1,85.0,5607.75,0,61-72,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,6,82.46691176470588,0,0
5498-TXHLF,0,1,1,34,1,0,87.45,2874.15,1,25-48,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,2,84.53382352941176,0,1
0689-DSXGL,0,1,1,52,1,0,85.8,4433.3,0,49-60,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,0,3,85.25576923076923,0,1
6818-DJXAA,0,0,1,10,1,1,91.1,964.35,0,0-12,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,0,3,96.435,1,1
9722-UJOJR,0,1,1,29,1,1,70.75,1974.8,1,25-48,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,68.09655172413792,0,1
0464-WJTKO,0,1,1,72,1,0,20.1,1460.85,0,61-72,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0,20.289583333333333,0,0
8902-ZEOVF,0,1,1,47,1,0,20.05,951.55,0,25-48,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,20.245744680851065,0,0
6778-EICRF,0,1,1,24,1,0,74.8,1821.2,0,13-24,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,0,3,75.88333333333334,0,0
